nid,name,address,state
1234136,Kolor Lodge Hostel,PENSHURST VIC 3289,VIC
1221596,Ozcare Caroline Chisholm,CURRIMUNDI QLD 4551,QLD
1233697,Borella House,ALBURY NSW 2640,NSW
1434132,Edge Hill Orchards,MANOORA QLD 4870,QLD
1202063,Creswick District Nursing Home,CRESWICK VIC 3363,VIC
1196614,Wintringham Hostel - Port Melbourne,PORT MELBOURNE VIC 3207,VIC
1966088,The Shoreline,COFFS HARBOUR NSW 2450,NSW
1233458,Jindera Gardens Hostel,JINDERA NSW 2642,NSW
1705448,Aegis Shorehaven,ALKIMOS WA 6038,WA
2211426,Sinnamon Village - Jacobs Court,SINNAMON PARK QLD 4073,QLD
1989140,The Glen Residential Care Service,CATALINA NSW 2536,NSW
1738236,Werris Creek Multi-Purpose Service,WERRIS CREEK NSW 2341,NSW
1738677,Aegis Shoreline,NORTH COOGEE WA 6163,WA
1371167,Flinders Ranges - Quorn MPS,QUORN SA 5433,SA
1199343,Heiden Park Lodge,CARRAMAR NSW 2163,NSW
1202000,Murroona Gardens Nursing Home,BOWEN QLD 4805,QLD
1216879,Gnowangerup MPS,GNOWANGERUP WA 6335,WA
1210079,Moran Roxburgh Park,ROXBURGH PARK VIC 3064,VIC
1195240,Clovelly Cottage,BORONIA VIC 3155,VIC
1210868,Uniting Roberts Lodge Peakhurst,PEAKHURST NSW 2210,NSW
1208187,BaptistCare Kularoo Centre,FORSTER NSW 2428,NSW
1198073,Royal Freemasons Springtime,SYDENHAM VIC 3037,VIC
1196160,Mercy Place Lynbrook,LYNBROOK VIC 3975,VIC
1961362,Bolton Clarke Glendale (VIC),WERRIBEE VIC 3030,VIC
1199841,Villa Maria Centre,FORTITUDE VALLEY QLD 4006,QLD
1228537,St Vincent's Care Services Hawthorn,HAWTHORN EAST VIC 3123,VIC
1204126,Ferndale Gardens Aged Care Services,BAYSWATER NORTH VIC 3153,VIC
2014932,Arcare Birtinya,BIRTINYA QLD 4575,QLD
1211159,Waranga Health,RUSHWORTH VIC 3612,VIC
1231386,Patrick Bugden VC Gardens,SUFFOLK PARK NSW 2481,NSW
1220669,Crowley Retirement Village,BALLINA NSW 2478,NSW
1209408,Navorina Nursing Home,DENILIQUIN NSW 2710,NSW
2043009,Peacehaven,NORWOOD TAS 7250,TAS
1203191,Grace Villa Aged Care,GREENSBOROUGH VIC 3088,VIC
2163145,BlueCross Willowmeade,KILMORE VIC 3764,VIC
1195201,Central & Upper Burnett District Home for the Aged,GAYNDAH QLD 4625,QLD
1208769,The Heights Donvale,DONVALE VIC 3111,VIC
1238050,Carinity Fairfield Grange,IDALIA QLD 4811,QLD
2149607,The Bays Aged Care Facility,HASTINGS VIC 3915,VIC
1192459,The Whiddon Group - Largs,LARGS NSW 2320,NSW
1192592,Gillawarna Village,GEORGES HALL NSW 2198,NSW
2141624,Bolton Clarke Sutton Park,MELTON SOUTH VIC 3338,VIC
1208775,Peninsula Palms Retirement Village,ROTHWELL QLD 4022,QLD
2077363,Juniper Carramar,MORLEY WA 6062,WA
1210318,Hellenic Community Aged Care,DIANELLA WA 6059,WA
1234898,Denhams Beach Care Community,DENHAMS BEACH NSW 2536,NSW
1213060,The Laura Johnson Home,TOWNVIEW QLD 4825,QLD
1204400,Coolibah Care,MANDURAH WA 6210,WA
1209880,Mercy Place Colac,COLAC VIC 3250,VIC
1457938,Sale Gardens Care Community,SALE VIC 3850,VIC
1208406,Brightwater Redcliffe,REDCLIFFE WA 6104,WA
1192667,The Whiddon Group - Narrabri - Robert Young,NARRABRI NSW 2390,NSW
1193576,Churches of Christ Oak Towers Aged Care Service,OAKLEIGH VIC 3166,VIC
1209304,Mungindi Multipurpose Health Service,THALLON QLD 4497,QLD
1195794,Bupa Traralgon,TRARALGON VIC 3844,VIC
1616149,Bethanie Subiaco,JOLIMONT WA 6014,WA
1208573,The Pines Lodge Residential Care,NORTH PLYMPTON SA 5037,SA
1215759,Southern Cross Care Campbell Residential Aged Care,CAMPBELL ACT 2612,ACT
1218527,St Vincent's Care Services Haberfield,HABERFIELD NSW 2045,NSW
1907290,Bert England Lodge,COOLOONGUP WA 6168,WA
1657987,Infinite Care Edmonton Gardens,EDMONTON QLD 4869,QLD
1202098,Alcheringa,SWAN HILL VIC 3585,VIC
1199931,Bethanie Kingsley,KINGSLEY WA 6026,WA
1234984,Rosewood Care West Perth,WEST PERTH WA 6005,WA
1939051,Wintringham Hobart,BELLERIVE TAS 7018,TAS
1206874,Rose Mumbler Village,NORTH NOWRA NSW 2541,NSW
2278745,Myrtleford Lodge Aged Care,MYRTLEFORD VIC 3737,VIC
1209365,Bundaleer Lodge Nursing Home,NORTH IPSWICH QLD 4305,QLD
1210028,Benetas Corowa Court,MORNINGTON VIC 3931,VIC
1196155,Bene Aged Care - The Italian Village,ST AGNES SA 5097,SA
1961295,Bolton Clarke Charles Young,MORPHETTVILLE SA 5043,SA
1215487,Charles Chambers Court,SURRY HILLS NSW 2010,NSW
1748522,Clarinda on the Park,CLARINDA VIC 3169,VIC
1961269,Bolton Clarke Claremont Terrace,MCKINNON VIC 3204,VIC
1194277,Mayfield Aged Care,MAYFIELD NSW 2304,NSW
1199363,Kirrak House,WONTHAGGI VIC 3995,VIC
1225027,Restvale Hostel,LOBETHAL SA 5241,SA
1196264,Arcare Waterview,CRAIGIEBURN VIC 3064,VIC
1235733,Ottoman Village Aged Care,BROADMEADOWS VIC 3047,VIC
1193553,Koorooman House Nursing Home,LEONGATHA VIC 3953,VIC
1233983,Estia Health Golden Grove,GOLDEN GROVE SA 5125,SA
1216179,Nambour Gardens Care Community,NAMBOUR QLD 4560,QLD
1207204,Gumleigh Gardens Hostel,WAGGA WAGGA NSW 2650,NSW
1211147,Armadale Place Care Community,ARMADALE WA 6112,WA
1204359,Oaklands Park Lodge Residential Care,OAKLANDS PARK SA 5046,SA
2162802,Mulgrave Rise Care Community,MULGRAVE VIC 3170,VIC
1238439,Estia Health Victoria Heights,IRONBARK VIC 3550,VIC
1202658,Blakehurst Aged Care Centre,BLAKEHURST NSW 2221,NSW
1211279,Uniting Westmead,WESTMEAD NSW 2145,NSW
1203446,Edenfield Family Care - Ramsay,PORT AUGUSTA SA 5700,SA
1225036,Calvary Strzelecki House,MIRBOO NORTH VIC 3871,VIC
1235975,Bupa Willoughby,WILLOUGHBY NSW 2068,NSW
1192803,Fred Ward Gardens,CURTIN ACT 2605,ACT
1645081,Anglican Care C A Brown,BOORAGUL NSW 2284,NSW
1197516,UnitingSA West Lakes Aged Care,WEST LAKES SA 5021,SA
1208740,Bill Crawford Lodge,BALLARAT VIC 3350,VIC
1232301,Bilyara Hostel,COWRA NSW 2794,NSW
1203395,TriCare Jindalee Aged Care Residence,MT OMMANEY QLD 4074,QLD
1210706,Dunbar Homes Salisbury,SALISBURY SA 5108,SA
1221976,IRT Tarrawanna Care Centre,TARRAWANNA NSW 2518,NSW
1195698,Amana Living Frederick Guest Hostel,BULL CREEK WA 6149,WA
1204529,Woodport Aged Care Plus Centre,ERINA NSW 2250,NSW
1209038,Lutheran Services - Tabeel,LAIDLEY QLD 4341,QLD
1788602,St Vincent's Care Services Kew,KEW VIC 3101,VIC
1235373,Stroud Community Lodge,STROUD NSW 2425,NSW
1211440,Blue Care Star of the Sea Elders Village,THURSDAY ISLAND QLD 4875,QLD
2112352,Estia Health Aberglasslyn,ABERGLASSLYN NSW 2320,NSW
1210459,Resthaven Port Elliot,PORT ELLIOT SA 5212,SA
1207641,Bolton Clarke Centaur,CALOUNDRA QLD 4551,QLD
1219845,Blue Care Ingham Bluehaven Aged Care Facility,INGHAM QLD 4850,QLD
1219350,Augusta MPS,AUGUSTA WA 6290,WA
2141874,Bolton Clarke The Terraces,VARSITY LAKES QLD 4227,QLD
1208159,Estia Health Mudgeeraba,MUDGEERABA QLD 4213,QLD
1225387,Bethanie Elanora Villas Nursing Home,SOUTH BUNBURY WA 6230,WA
1215617,Ningana,DALBY QLD 4405,QLD
1207830,Fig Tree Point Aged Care Facility,TORONTO NSW 2283,NSW
1198382,Regis Rose Bay,ROSE BAY NSW 2029,NSW
1206890,Cumberland Manor,NORTH SUNSHINE VIC 3020,VIC
2136004,Carinya Of Bristol,BICTON WA 6157,WA
1216294,Leigh Place,ROSELANDS NSW 2196,NSW
2160821,Moyne Roshana Care,CANOWINDRA NSW 2804,NSW
1240117,Emily Gardens at the Rock,THE ROCK NSW 2655,NSW
1192469,Mount Esk Aged Care,ST LEONARDS TAS 7250,TAS
1209687,RFBI Leeton Masonic Village,LEETON NSW 2705,NSW
2066307,Bolton Clarke Willowdale,DENHAM COURT NSW 2565,NSW
1209368,Auburn House,HAWTHORN EAST VIC 3123,VIC
1206292,Hawkesbury Living Pty Limited,RICHMOND NSW 2753,NSW
1209538,Hillview Bunyip Aged Care Inc,BUNYIP VIC 3815,VIC
1236503,Belvedere Aged Care,NOBLE PARK VIC 3174,VIC
1209567,Jacaranda House Hostel,BAIRNSDALE VIC 3875,VIC
1212753,Uniting Mirinjani Weston ACT high care,WESTON ACT 2611,ACT
1196065,Casey Aged Care,NARRE WARREN VIC 3805,VIC
1211413,Guilford Young Grove,SANDY BAY TAS 7005,TAS
2237823,Dale Residency,ARMADALE WA 6112,WA
1234112,James Milson Village North Sydney,NORTH SYDNEY NSW 2060,NSW
1210308,Estia Health Willoughby,WILLOUGHBY NSW 2068,NSW
1235271,Infinite Care Ashmore,ASHMORE QLD 4214,QLD
1210423,Violet Town Bush Nursing Centre,VIOLET TOWN VIC 3669,VIC
1195365,Nazareth House Ballarat,BALLARAT VIC 3350,VIC
1195146,Carmel Roshana Care,CARMEL WA 6076,WA
1203728,McLean Care Ltd,INVERELL NSW 2360,NSW
1204144,Stella Maris Aged Care Facility,CRONULLA NSW 2230,NSW
1236191,Bupa Armidale,ARMIDALE NSW 2350,NSW
1210533,Churches of Christ Buckingham Gardens Aged Care Se,ALEXANDRA HILLS QLD 4161,QLD
1990735,Columbia Aged Care Services - Willowood Centre,CHATSWOOD NSW 2067,NSW
2066806,Estia Health Kangaroo Flat,KANGAROO FLAT VIC 3555,VIC
1233551,AnglicareSA Brompton,BROMPTON SA 5007,SA
1235863,Oaklea Hall,OAKLEIGH VIC 3166,VIC
1211035,Harbison Moss Vale,MOSS VALE NSW 2577,NSW
1961366,Bolton Clarke Lilydale,LILYDALE VIC 3140,VIC
1209710,Estia Health Grovedale,GROVEDALE VIC 3216,VIC
1206606,Caroline Chisholm Nursing Home,LANE COVE NSW 2066,NSW
1206856,Uniting Thomas Bowden Ryde,RYDE NSW 2112,NSW
1196234,Ashfield Terrace Care Community,ASHFIELD NSW 2131,NSW
1195836,Bupa Glenvale,GLENVALE QLD 4350,QLD
1371180,Loxton District Nursing Home,LOXTON SA 5333,SA
1211393,Calvary Elanora,BRIGHTON VIC 3186,VIC
1211466,Belalie Lodge,JAMESTOWN SA 5491,SA
2077364,Juniper Karinya,EMBLETON WA 6062,WA
1235769,Bupa Waratah,WARATAH NSW 2298,NSW
1960065,Palm Lake Care Caloundra,LITTLE MOUNTAIN QLD 4551,QLD
1209361,Esida,MOUNT GRAVATT EAST QLD 4122,QLD
1218276,Adina Care Cootamundra,COOTAMUNDRA NSW 2590,NSW
1210355,Victoria Park Hostel,KALGOORLIE WA 6430,WA
2298332,Darley House,MONA VALE NSW 2103,NSW
1212315,Cohuna Village,COHUNA VIC 3568,VIC
1201841,Anglicare Newmarch House,KINGSWOOD NSW 2747,NSW
1792437,Victorian Croatian Aged Care Services Inc,BELL PARK VIC 3215,VIC
1211156,Quakers Hillside Care Community,QUAKERS HILL NSW 2763,NSW
1208933,Pathways Cronulla Pines,CRONULLA NSW 2230,NSW
1208923,Calvary St Joseph's Retirement Community,SANDGATE NSW 2304,NSW
1234731,Grenoch Home,DELORAINE TAS 7304,TAS
1195102,Wintringham Williamstown Hostel,WILLIAMSTOWN NORTH VIC 3016,VIC
1193579,Resthaven On Quarry,NORTH MACKAY QLD 4740,QLD
1810134,Uniting Griffith,GRIFFITH NSW 2680,NSW
1202190,Brother Alberts Home,MARAYONG NSW 2148,NSW
1221010,St Elizabeth Home,DEAN PARK NSW 2761,NSW
1377911,Uniting AgeWell Box Hill,BOX HILL VIC 3128,VIC
1630473,Karingal Green,HIGH WYCOMBE WA 6057,WA
1202079,MercyCare Rockingham,COOLOONGUP WA 6168,WA
1202167,Parkland House Hostel,WILLAURA VIC 3379,VIC
1211434,Blue Care Toowoomba Residential Aged Care Facility,TOOWOOMBA QLD 4350,QLD
1961298,Bolton Clarke Marten,LARGS NORTH SA 5016,SA
1195709,Uniting Farmborough Unanderra,UNANDERRA NSW 2526,NSW
1198307,Bupa Bexley,BEXLEY NSW 2207,NSW
1209888,Jeparit & District Nursing Home,JEPARIT VIC 3423,VIC
2005922,Lyrebird Village,DROUIN VIC 3818,VIC
1637457,mecwacare Calwell Manor,SAFETY BEACH VIC 3936,VIC
1199364,St Catherine's Hostel Wangaratta Inc,WANGARATTA VIC 3677,VIC
1197331,Cheltenham Manor,CHELTENHAM VIC 3192,VIC
1204062,Dellacourt,WEST ALBURY NSW 2640,NSW
1235097,St Elmo's Nursing Home,YARRAM VIC 3971,VIC
1476901,IRT Thomas Holt Kirrawee,KIRRAWEE NSW 2232,NSW
1192511,Kurrajong & District Community Nursing Home,KURRAJONG NSW 2758,NSW
1201999,Uniting Gerringong,GERRINGONG NSW 2534,NSW
2142446,Yallambee Lodge,COOMA NSW 2630,NSW
1372368,Lower North - Burra MPS,BURRA SA 5417,SA
1237382,St Catherine's Aged Care Services,EASTWOOD NSW 2122,NSW
1194521,Abberfield Aged Care Facility,SANDRINGHAM VIC 3191,VIC
1372431,Melaleuca Court Nursing Home,MINLATON SA 5575,SA
1197799,Amaroo Village Buckley Caring Centre,GOSNELLS WA 6110,WA
1209307,Yarriambiack Lodge Nursing Home,WARRACKNABEAL VIC 3393,VIC
1843674,St Vincent's Care Corinda,CORINDA QLD 4075,QLD
1203950,Margaret Hubery House,ROSSMOYNE WA 6148,WA
1204601,Bethanie Gwelup,GWELUP WA 6018,WA
1207894,Ottrey Lodge,COBRAM VIC 3644,VIC
1216328,Evergreen Lodge,GOSFORD WEST NSW 2250,NSW
1207004,Sir Leslie Morshead Manor,LYNEHAM ACT 2602,ACT
1509017,St Charbel's Care Centre,PUNCHBOWL NSW 2196,NSW
1230898,Benjamin Short Grove,ORANGE NSW 2800,NSW
1240295,Estia Health Gold Coast,SOUTHPORT QLD 4215,QLD
1212784,Southern Cross Care Ozanam Residential Aged Care,GARRAN ACT 2605,ACT
1235019,Lorocco,CARINDALE QLD 4152,QLD
2011519,Kintyre Lodge - Dubbo,DUBBO NSW 2830,NSW
2043007,Fred French,NEWSTEAD TAS 7250,TAS
1193453,Terrace Gardens,FARRAR NT 0830,NT
1236535,Vasey RSL Care Bundoora,BUNDOORA VIC 3083,VIC
2172680,Rosary Home,KEILOR DOWNS VIC 3038,VIC
1224101,Ocean Mist Aged Care,BELLBRAE VIC 3228,VIC
1207648,Bolton Clarke Baycrest,KAWUNGAN QLD 4655,QLD
2279754,Regis Capel Sound,ROSEBUD WEST VIC 3940,VIC
1194468,Carino Care at Rockdale,BANKSIA NSW 2216,NSW
1207851,Hugh Cunningham Gardens,TURA BEACH NSW 2548,NSW
1208166,Melville Grange Hostel,BERWICK VIC 3806,VIC
2136001,Carinya Of Bicton,BICTON WA 6157,WA
1233644,Bethanie Edinboro,JOONDANNA WA 6060,WA
2141610,Bolton Clarke Glasshouse Views,BEERWAH QLD 4519,QLD
1207161,Bunbury Gardens Care Community,BUNBURY WA 6230,WA
1209717,Governor Phillip Manor,PENRITH NSW 2750,NSW
1208633,Aegis Anchorage,MINDARIE WA 6030,WA
2015555,Villa Dalmacia Aged Care Facility,SPEARWOOD WA 6163,WA
1709761,Tuohy Nursing Home,MIDLAND WA 6056,WA
1210126,Dougherty Apartments,CHATSWOOD NSW 2067,NSW
1235072,Catholic Healthcare Holy Spirit Dubbo,DUBBO NSW 2830,NSW
1371126,Eastern Eyre - Cowell MPS,COWELL SA 5602,SA
2055090,TriCare Cypress Gardens Aged Care Residence,CLEAR ISLAND WATERS QLD 4226,QLD
1209695,Estia Health Melton South,MELTON SOUTH VIC 3338,VIC
1202456,Otway Health Multi-Purpose Service,APOLLO BAY VIC 3233,VIC
1203575,Killara Gardens Aged Care,KILLARA NSW 2071,NSW
1208736,Ozcare Parkwood Gardens,LABRADOR QLD 4215,QLD
1216998,Belmont Community Nursing Home,RIVERVALE WA 6103,WA
1234191,Park Lane Croydon,CROYDON VIC 3136,VIC
1961357,Bolton Clarke Pemulwuy,PEMULWUY NSW 2145,NSW
1212754,Uniting Caroona Kalina Goonellabah,GOONELLABAH NSW 2480,NSW
1657984,Infinite Care Cornubia,CORNUBIA QLD 4130,QLD
1215051,Warrigal Mount Terry,ALBION PARK NSW 2527,NSW
1195780,Sir James Terrace,DECEPTION BAY QLD 4508,QLD
1201758,St Basil's Aegean Village,CHRISTIE DOWNS SA 5164,SA
1900778,Waverley Valley Care Community,GLEN WAVERLEY VIC 3150,VIC
1204574,Star Of The Sea Home For The Aged,WALLAROO SA 5556,SA
1209741,Alexander Campbell House,FORESTVILLE NSW 2087,NSW
1234069,Daylesford Nursing Home,DAYLESFORD VIC 3460,VIC
1235770,Bupa Bonbeach,CHELSEA VIC 3196,VIC
1234302,BaptistCare Caloola Centre,WAGGA WAGGA NSW 2650,NSW
1208782,Peninsula Aged Care Service,KIPPA-RING QLD 4021,QLD
1233628,Multicultural Aged Care Services Geelong Inc,NORTH GEELONG VIC 3215,VIC
1235268,Bolton Clarke Milford Grange,EASTERN HEIGHTS QLD 4305,QLD
1218204,Southern Cross Care Murgon - Castra,MURGON QLD 4605,QLD
1194664,Estia Health Glen Waverley,GLEN WAVERLEY VIC 3150,VIC
1193389,Beaufort Hostel,BEAUFORT VIC 3373,VIC
1211191,Elizabeth Jenkins Place Aged Care Plus Centre,COLLAROY NSW 2097,NSW
1213454,Pacific Lodge Aged Care Plus Centre,COLLAROY NSW 2097,NSW
1234204,Eventide Charters Towers,RICHMOND HILL QLD 4820,QLD
1237733,Mercy Place Ave Maria,SHEPPARTON VIC 3630,VIC
1210240,Joseph Banks Aged Care Facility,CANNING VALE WA 6155,WA
1204052,Victoria Park Nursing Home,KALGOORLIE WA 6430,WA
1203351,Portofino Hamilton,HAMILTON QLD 4007,QLD
1208428,Villa St Hilarion-Fulham,FULHAM SA 5024,SA
1197572,Carinity Wishart Gardens,WISHART QLD 4122,QLD
1193896,Havilah on Palmerston,MARYBOROUGH VIC 3465,VIC
1204292,Onkaparinga Lodge Residential Care,HUNTFIELD HEIGHTS SA 5163,SA
1199930,Bethanie Waters,PORT KENNEDY WA 6172,WA
1210532,Janoah Gardens,MANLY WEST QLD 4179,QLD
1210304,Churches of Christ Moonah Park Aged Care Service,MITCHELTON QLD 4053,QLD
1221104,Villa Maria Catholic Homes Star of the Sea Aged Ca,TORQUAY VIC 3228,VIC
1195936,Victoria Grange Residential Aged Care Facility,VERMONT SOUTH VIC 3133,VIC
1215603,Tyler Village,PROSPECT VALE TAS 7250,TAS
1233989,Michael Lee Centre,COMO WA 6152,WA
1235404,Carinity Karinya Place,LAIDLEY QLD 4341,QLD
2163142,BlueCross Glengowrie,GLENROY VIC 3046,VIC
1209339,Bolton Clarke Pioneers,LONGREACH QLD 4730,QLD
1235665,Loreto Home of Compassion,WAGGA WAGGA NSW 2650,NSW
1210255,Seabrae Manor,ROTHWELL QLD 4022,QLD
1195848,Bupa Coburg,COBURG VIC 3058,VIC
1212129,Uniting Salamander Bay,SALAMANDER BAY NSW 2317,NSW
1234784,Regis Salisbury,SALISBURY QLD 4107,QLD
1235386,Brightwater The Village,INGLEWOOD WA 6052,WA
1208914,Tocumwal Lions Community Hostel,TOCUMWAL NSW 2714,NSW
2162801,BlueCross Silverwood,TEMPLESTOWE VIC 3106,VIC
1212545,Hahndorf Residential Care Services,HAHNDORF SA 5245,SA
1469379,Ashmore Gardens Care Community,ASHMORE QLD 4214,QLD
1195707,Amana Living Moline House,KARRINYUP WA 6018,WA
1377948,Uniting AgeWell Kalkee Nangatta,BELMONT VIC 3216,VIC
1209581,Estia Health Bentleigh,BENTLEIGH VIC 3204,VIC
1212139,Lutheran Homes Group Hope Valley,HOPE VALLEY SA 5090,SA
1208755,Willowbrae - Melton,MELTON VIC 3337,VIC
1372364,Sheoak Lodge,MILLICENT SA 5280,SA
1234747,Catholic Healthcare Maranatha Lodge,BATEHAVEN NSW 2536,NSW
1212059,Blue Care Dicky Beach Aged Care Facility,DICKY BEACH QLD 4551,QLD
1235991,Fronditha Lower Templestowe,TEMPLESTOWE LOWER VIC 3107,VIC
1192560,Ashman Grove Aged Care Hostel,BROMPTON SA 5007,SA
1196067,Southern Cross Care Cootamundra Residential Aged C,COOTAMUNDRA NSW 2590,NSW
1207864,Anthem,BOWRAL NSW 2576,NSW
2236768,Regis Camberwell,CAMBERWELL VIC 3124,VIC
1208953,Mary Cecelia Hart Court Hostel,MILLICENT SA 5280,SA
1202736,Leighton Nursing Home,WEST PERTH WA 6005,WA
1844998,Grand Cedar,ASHWOOD VIC 3147,VIC
1202111,Brimlea Aged Care,MURRUMBEENA VIC 3163,VIC
1236094,Northern Gardens Aged Care,COBURG NORTH VIC 3058,VIC
1210037,Trentham Nursing Home,TRENTHAM VIC 3458,VIC
1211679,Churches of Christ Fair Haven Aged Care Service Ma,MARYBOROUGH QLD 4650,QLD
1205264,Amber Aged Care,PARADISE SA 5075,SA
1207264,Westgate Aged Care Facility,NEWPORT VIC 3015,VIC
1210395,Omeo District Health,OMEO VIC 3898,VIC
1198702,Churches of Christ Kolan Gardens Aged Care Service,GIN GIN QLD 4671,QLD
1209765,New Auckland Place,NEW AUCKLAND QLD 4680,QLD
1192477,Melaleuca Home For The Aged,EAST DEVONPORT TAS 7310,TAS
1194603,Arcare Burnside,BURNSIDE VIC 3023,VIC
1194512,Greenwood Manor,DINGLEY VILLAGE VIC 3172,VIC
2034413,Baptistcare Balladong Gardens,YORK WA 6302,WA
1195849,Southern Cross Care St Michael's Residential Aged,CASINO NSW 2470,NSW
1195053,Eldercare Cottage Grove,WOODCROFT SA 5162,SA
1199940,Resthaven Mitcham,KINGSWOOD SA 5062,SA
1234990,Ozcare Ozanam Villa - Burleigh,BURLEIGH HEADS QLD 4220,QLD
2011517,Blue Hills Manor,PRESTONS NSW 2170,NSW
1377053,Southern Flinders - Crystal Brook MPS,CRYSTAL BROOK SA 5523,SA
1206840,James Barker House,FOOTSCRAY VIC 3011,VIC
1199925,Fairview Inc,WARRAGUL VIC 3820,VIC
1208188,Allawah Special Care Hostel,YARRAWONGA VIC 3730,VIC
1208707,BaptistCare Mid Richmond Centre - Coraki,CORAKI NSW 2471,NSW
1192940,St Vincent's Aged Care,GUILDFORD WA 6055,WA
2305174,Rockpool Songbird Oxley,OXLEY QLD 4075,QLD
1203690,West Coast District Hospital - Lyell House,QUEENSTOWN TAS 7467,TAS
2042833,Derwent Views,LINDISFARNE TAS 7015,TAS
1646582,Advantaged Care at Edensor Gardens,EDENSOR PARK NSW 2176,NSW
1235978,Mercy Place Dandenong,DANDENONG VIC 3175,VIC
1961364,Bolton Clarke Ridgehaven,RIDGEHAVEN SA 5097,SA
1443242,Aegis Amherst,CANNING VALE WA 6155,WA
1208708,BaptistCare Warena Centre,BANGOR NSW 2234,NSW
1209966,Mercy Place Mandurah,HALLS HEAD WA 6210,WA
2066313,Nanyima Aged Care,MIRANI QLD 4754,QLD
1210980,Aegis The Pines,ELLENBROOK WA 6069,WA
1209535,Estia Health Yarra Valley,YARRA JUNCTION VIC 3797,VIC
1209180,Balranald Retirement Hostel,BALRANALD NSW 2715,NSW
1193604,Cyril Jewell House,KEILOR EAST VIC 3033,VIC
1230414,Calvary Oaklands,OAKLANDS PARK SA 5046,SA
1730204,Alpine Health – Hawthorn Village MPS,BRIGHT VIC 3741,VIC
1219111,Sienna Grange Aged Care,PORT MACQUARIE NSW 2444,NSW
1197892,Para Hills Residential Care,PARA HILLS SA 5096,SA
1204035,Amana Living Peter Arney Home,SALTER POINT WA 6152,WA
1230214,Courtlands Aged Care Facility,NORTH PARRAMATTA NSW 2151,NSW
1462808,Mona Vale View Care Community,MONA VALE NSW 2103,NSW
1235332,Wisteria Lodge,NERANG QLD 4211,QLD
1195758,Eldercare Allambi,GLENGOWRIE SA 5044,SA
1236128,Casey Manor,NARRE WARREN SOUTH VIC 3805,VIC
1204563,mecwacare Trescowthick Centre,PRAHRAN VIC 3181,VIC
1199960,Hillside at Figtree,FIGTREE NSW 2525,NSW
1223861,Resthaven Aberfoyle Park,ABERFOYLE PARK SA 5159,SA
1216208,Regis East Malvern,MALVERN EAST VIC 3145,VIC
1194272,King Island Multipurpose Centre,CURRIE TAS 7256,TAS
1235084,Carinya Nursing Home (Frankston Extended Care),CAPEL SOUND VIC 3940,VIC
1192455,Regis Tasmania - Legana,LEGANA TAS 7277,TAS
1207883,Lifeview Emerald Glades,EMERALD VIC 3782,VIC
1207776,Bolton Clarke Galleon Gardens,CURRUMBIN WATERS QLD 4223,QLD
1206395,Regis Caboolture,CABOOLTURE QLD 4510,QLD
1207915,Meadow Heights Care Community,MEADOW HEIGHTS VIC 3048,VIC
1208757,The Pioneers Lodge,GRIFFITH NSW 2680,NSW
1208210,Kaloma Home for the Aged,GOONDIWINDI QLD 4390,QLD
2211429,Sinnamon Village - Knowles Court,SINNAMON PARK QLD 4073,QLD
1219351,Nannup MPS,NANNUP WA 6275,WA
1756826,Calvary Corymbia,BELROSE NSW 2085,NSW
1204116,Belmont Grange,GROVEDALE VIC 3216,VIC
1192685,Toosey Aged and Community Care,LONGFORD TAS 7301,TAS
1195778,Bupa Enfield,ENFIELD SA 5085,SA
2055093,TriCare Mermaid Beach Aged Care Residence,MERMAID BEACH QLD 4218,QLD
1206559,Homewood Gardens,BEXLEY NSW 2207,NSW
2162778,BlueCross Cresthaven,MALVERN EAST VIC 3145,VIC
1211075,Constitution Hill Aged Care,NORTHMEAD NSW 2152,NSW
1209939,Estia Health Aberfoyle Park,ABERFOYLE PARK SA 5159,SA
1219921,Uniting Banks Lodge Peakhurst,PEAKHURST NSW 2210,NSW
1203559,Doutta Galla Footscray Aged Care Facility,FOOTSCRAY VIC 3011,VIC
2133199,Baw Baw Views,MOE VIC 3825,VIC
1210862,Wheatfields Incorporated,FREELING SA 5372,SA
1201808,ACH Group Residential Care - ViTA,DAW PARK SA 5041,SA
1212150,Juniper Riverslea,MOUNT LAWLEY WA 6050,WA
1230415,Calvary Trevu House,GAWLER EAST SA 5118,SA
1209751,Estia Health Albury,THURGOONA NSW 2640,NSW
1218883,Calvary Albury & District,GLENROY NSW 2640,NSW
1210557,Bethel Aged Care,MILL PARK VIC 3082,VIC
1219894,Uniting Edinglassie Emu Plains,EMU PLAINS NSW 2750,NSW
1221714,Resthaven Murray Bridge,MURRAY BRIDGE SA 5253,SA
1792438,Sylvan Woods Nursing Home,BIRKDALE QLD 4159,QLD
1211323,RFBI Holt Masonic Village,HOLT ACT 2615,ACT
1219184,Blue Care Flinders View Nowlanvil Aged Care Facili,FLINDERS VIEW QLD 4305,QLD
1219654,Katanning MPS,KATANNING WA 6317,WA
1214129,Christies Beach Residential Care Services,CHRISTIES BEACH SA 5165,SA
1208796,Regis Holland Park,HOLLAND PARK WEST QLD 4121,QLD
1210248,Uniting Lindsay Gardens Hamilton,HAMILTON NSW 2303,NSW
1208842,IRT Berala on the Park,AUBURN NSW 2144,NSW
1203825,Regis Gatton,GATTON QLD 4343,QLD
1859276,Rockingham Nursing Home,ROCKINGHAM WA 6168,WA
1234323,Weeroona Aged Care Residence,COWRA NSW 2794,NSW
